X,Y,RowID,CCNumber,CrimeDateTime,CrimeCode,Description,Inside_Outside,Weapon,Post,Gender,Age,Race,Ethnicity,Location,Old_District,New_District,Neighborhood,Latitude,Longitude,GeoLocation,PremiseType,Total_Incidents
-76.599,39.31744,17,22A07382,2022/01/21 12:00:00+00,6J,LARCENY,,,411,NA,,,,1100 E 25TH ST,NORTHEAST,N/A,EAST BALTIMORE MIDWAY,39.317439999999998,-76.599000000000004,"(39.317439999999998,-76.599000000000004)",,1
-76.5913189999999,39.2953150000001,18,22A05378,2022/01/21 12:55:00+00,1A,HOMICIDE,,FIREARM,524,F,25,BLACK_OR_AFRICAN_AMERICAN,,500 OAKLAND AVE,NORTHERN,N/A,WILSON PARK,39.295315,-76.591319,"(39.295315,-76.591319)",STREET,1
-76.5913189999999,39.2953150000001,19,22A05378,2022/01/21 12:55:00+00,9S,SHOOTING,,FIREARM,524,M,22,BLACK_OR_AFRICAN_AMERICAN,,500 OAKLAND AVE,NORTHERN,N/A,WILSON PARK,39.295315,-76.591319,"(39.295315,-76.591319)",STREET,1
-76.5542359999999,39.287228,20,22A05279,2022/01/21 03:50:00+00,9S,SHOOTING,,FIREARM,414,M,26,BLACK_OR_AFRICAN_AMERICAN,,1200 WOODBOURNE AVE,NORTHEAST,N/A,WOODBOURNE HEIGHTS,39.287228,-76.554236,"(39.287228,-76.554236)",PARKING LOT,1
-76.602228,39.3547390000001,21,22A08101,2022/01/21 13:00:00+00,4E,COMMON ASSAULT,,NA,523,F,14,BLACK_OR_AFRICAN_AMERICAN,,900 WOODBOURNE AVE,NORTHERN,N/A,CAMERON VILLAGE,39.354739,-76.602228,"(39.354739,-76.602228)",SCHOOL,1
-76.650885,39.263517,22,22A05347,2022/01/21 10:00:00+00,4E,COMMON ASSAULT,,NA,831,M,13,BLACK_OR_AFRICAN_AMERICAN,,2600 TOLLEY ST,SOUTHWEST,N/A,MORRELL PARK,39.263517,-76.650885,"(39.263517,-76.650885)",SCHOOL,1
-76.614696,39.2935870000001,23,22B35030,2022/01/21 07:01:00+00,6J,LARCENY,,NA,111,NA,,UNKNOWN,,0 E PLEASANT ST,CENTRAL,N/A,DOWNTOWN,39.293587,-76.614696,"(39.293587,-76.614696)",,1
-76.614222,39.3190050000001,24,22A35235,2022/01/21 15:07:00+00,6J,LARCENY,,NA,512,M,,WHITE,,2500 N CALVERT ST,NORTHERN,N/A,CHARLES VILLAGE,39.319005,-76.614222,"(39.319005,-76.614222)",,1
-76.5883146529999,39.295025417,25,22A05574,2022/01/21 23:20:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,212,F,26,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,200 N CASTLE ST,SOUTHEAST,N/A,CARE,39.295025417394726,-76.588314652545534,"(39.295025417394726,-76.588314652545534)",,1
-76.586666,39.222626,26,22A05579,2022/01/21 23:30:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,911,F,44,WHITE,NOT_HISPANIC_OR_LATINO,4800 CURTIS AVE,SOUTHERN,N/A,CURTIS BAY,39.222625999999998,-76.586665999999994,"(39.222625999999998,-76.586665999999994)",,1
-76.574302,39.2839240000001,27,22A35256,2022/01/21 19:30:00+00,6J,LARCENY,,NA,214,F,,WHITE,,700 S POTOMAC ST,SOUTHEAST,N/A,CANTON,39.283924,-76.574302,"(39.283924,-76.574302)",,1
-76.665199,39.2615870000001,28,22C35063,2022/01/21 16:00:00+00,6J,LARCENY,,NA,832,M,,WHITE,,1500 S CATON AVE,SOUTHWEST,N/A,MORRELL PARK,39.261587,-76.665199,"(39.261587,-76.665199)",,1
-76.5902189999999,39.2890420000001,29,22A35213,2022/01/21 13:17:00+00,6J,LARCENY,,NA,212,M,66,WHITE,,200 S WOLFE ST,SOUTHEAST,N/A,UPPER FELLS POINT,39.289042,-76.590219,"(39.289042,-76.590219)",,1
-76.6604369999999,39.3175180000001,30,22A05559,2022/01/21 23:20:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,611,F,29,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2600 FAIRVIEW AVE,NORTHWEST,N/A,BURLEITH-LEIGHTON,39.317518,-76.660437000000002,"(39.317518,-76.660437000000002)",,1
-76.61376,39.288435,31,22A05550,2022/01/21 22:30:00+00,3GF,ROBBERY,,HANDGUN,111,M,32,,NOT_HISPANIC_OR_LATINO,0 LIGHT ST,CENTRAL,N/A,DOWNTOWN,39.288435,-76.613759999999999,"(39.288435,-76.613759999999999)",,1
-76.613491389,39.2758016230001,32,22A03420,2022/01/13 13:30:00+00,7A,AUTO THEFT,,,942,M,33,WHITE,,1200 PATAPSCO ST,SOUTHERN,N/A,FEDERAL HILL,39.275801622866936,-76.613491389449308,"(39.275801622866936,-76.613491389449308)",,1
-76.635700371,39.304302229,33,22A03430,2022/01/13 19:00:00+00,6F,LARCENY,,,123,M,31,BLACK_OR_AFRICAN_AMERICAN,,600 LAURENS ST,CENTRAL,N/A,UPTON,39.304302228661697,-76.635700370922279,"(39.304302228661697,-76.635700370922279)",,1
-76.579233,39.2857540000001,34,22B07824,2022/02/28 18:30:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,214,F,48,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,500 S GLOVER ST,SOUTHEAST,N/A,CANTON,39.285753999999997,-76.579233000000002,"(39.285753999999997,-76.579233000000002)",,1
-76.6895689999999,39.340692,35,22B07665,2022/02/28 08:00:00+00,7A,AUTO THEFT,,,621,M,54,BLACK_OR_AFRICAN_AMERICAN,,4200 GROVELAND AVE,NORTHWEST,N/A,WEST ARLINGTON,39.340691999999997,-76.689569000000006,"(39.340691999999997,-76.689569000000006)",,1
-76.6732699999999,39.3120230000001,36,22B07623,2022/02/28 01:30:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,811,F,37,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,3300 WINDSOR AVE,SOUTHWEST,N/A,WALBROOK,39.312023000000003,-76.673270000000002,"(39.312023000000003,-76.673270000000002)",,1
-76.580006,39.2949330000001,37,22B07625,2022/02/28 02:07:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,221,F,23,UNKNOWN,HISPANIC_OR_LATINO,200 N GLOVER ST,SOUTHEAST,N/A,MCELDERRY PARK,39.294933,-76.580005999999997,"(39.294933,-76.580005999999997)",,1
-76.58012,39.2968750000001,38,22B07646,2022/02/28 00:30:00+00,4B,AGG. ASSAULT,,KNIFE_CUTTING_INSTRUMENT,221,M,45,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,500 N GLOVER ST,SOUTHEAST,N/A,MCELDERRY PARK,39.296875,-76.580119999999994,"(39.296875,-76.580119999999994)",,1
-76.5805599999999,39.295018,39,22B07648,2022/02/28 07:30:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,221,M,51,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,200 N LUZERNE AVE,SOUTHEAST,N/A,MCELDERRY PARK,39.295017999999999,-76.580560000000006,"(39.295017999999999,-76.580560000000006)",,1
-76.704036,39.365893,40,22B07627,2022/02/28 01:51:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,631,F,26,BLACK_OR_AFRICAN_AMERICAN,,7000 PARK HEIGHTS AVE,NORTHWEST,N/A,CROSS COUNTRY,39.365893,-76.704036000000002,"(39.365893,-76.704036000000002)",,1
-76.607132255,39.2918033600001,41,22B05929,2022/02/21 21:37:00+00,4C,AGG. ASSAULT,,OTHER,111,M,60,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,200 FALLSWAY,CENTRAL,N/A,JONESTOWN,39.29180336015542,-76.607132254534207,"(39.29180336015542,-76.607132254534207)",,1
-76.6744229999999,39.287605,42,22B05747,2022/02/21 11:48:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,835,F,55,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,0 N KOSSUTH ST,SOUTHWEST,N/A,SAINT JOSEPHS,39.287604999999999,-76.674423000000004,"(39.287604999999999,-76.674423000000004)",,1
-76.64311,39.309201,43,22B05902,2022/02/21 14:58:00+00,4C,AGG. ASSAULT,,MOTOR_VEHICLE_VESSEL,734,F,19,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1700 N CAREY ST,WESTERN,N/A,PENN NORTH,39.309201000000002,-76.643109999999993,"(39.309201000000002,-76.643109999999993)",,1
-76.607132255,39.2918033600001,44,22B05929,2022/02/21 21:37:00+00,4C,AGG. ASSAULT,,OTHER,111,F,58,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,200 FALLSWAY,CENTRAL,N/A,JONESTOWN,39.29180336015542,-76.607132254534207,"(39.29180336015542,-76.607132254534207)",,1
-76.591764,39.292762,45,22B05784,2022/02/21 13:30:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,212,F,16,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,100 N ANN ST,SOUTHEAST,N/A,WASHINGTON HILL,39.292762000000003,-76.591763999999998,"(39.292762000000003,-76.591763999999998)",,1
-76.6339139999999,39.3088320000001,46,22B05981,2022/02/21 08:30:00+00,6J,LARCENY,,,131,F,44,WHITE,,2000 MADISON AVE,CENTRAL,N/A,MADISON PARK,39.308832000000002,-76.633914000000004,"(39.308832000000002,-76.633914000000004)",,1
-76.645102,39.287648,47,22B05808,2022/02/21 06:00:00+00,7A,AUTO THEFT,,,711,M,59,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,0 S FULTON AVE,WESTERN,N/A,FRANKLIN SQUARE,39.287647999999997,-76.645101999999994,"(39.287647999999997,-76.645101999999994)",,1
-76.5647549999999,39.3162560000001,48,22B06597,2022/02/21 20:00:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,432,F,16,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,3800 ELMORA AVE,NORTHEAST,N/A,BELAIR-EDISON,39.316256000000003,-76.564755000000005,"(39.316256000000003,-76.564755000000005)",,1
-76.6188349999999,39.3033300000001,49,22G02699,2022/02/25 21:00:00+00,6J,LARCENY,,,134,M,67,WHITE,UNKNOWN,1000 PARK AVE,CENTRAL,N/A,MID-TOWN BELVEDERE,39.303330000000003,-76.618835000000004,"(39.303330000000003,-76.618835000000004)",,1
-76.560119,39.332277,50,22B07230,2022/02/25 07:00:00+00,6J,LARCENY,,,426,NA,,,,4600 BELAIR RD,NORTHEAST,N/A,FRANKFORD,39.332276999999998,-76.560119,"(39.332276999999998,-76.560119)",,1
-76.646671,39.3147280000001,51,22B07234,2022/02/25 11:06:00+00,6G,LARCENY,,,732,NA,,,,2800 WOODBROOK AVE,WESTERN,N/A,PARKVIEW/WOODBROOK,39.314728000000002,-76.646670999999998,"(39.314728000000002,-76.646670999999998)",,1
-76.603619,39.236774,52,22B06889,2022/02/25 07:46:00+00,3CF,ROBBERY - COMMERCIAL,,HANDGUN,913,NA,,,,500 E PATAPSCO AVE,SOUTHERN,N/A,BROOKLYN,39.236773999999997,-76.603618999999995,"(39.236773999999997,-76.603618999999995)",,1
-76.6367289999999,39.285581,53,22B06969,2022/02/25 12:00:00+00,6C,LARCENY,,,931,NA,,,,1200 W PRATT ST,SOUTHERN,N/A,WASHINGTON VILLAGE/PIGTOWN,39.285581000000001,-76.636729000000003,"(39.285581000000001,-76.636729000000003)",,1
-76.6197349999999,39.301408,54,22B07077,2022/02/25 19:26:00+00,6C,LARCENY,,,134,NA,,,,200 W CHASE ST,CENTRAL,N/A,MID-TOWN BELVEDERE,39.301408000000002,-76.619735000000006,"(39.301408000000002,-76.619735000000006)",,1
-76.6760839999999,39.3415820000001,55,22B05394,2022/02/19 20:39:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,613,F,22,BLACK_OR_AFRICAN_AMERICAN,,4800 REISTERSTOWN RD,NORTHWEST,N/A,LUCILLE PARK,39.341582000000002,-76.676084000000003,"(39.341582000000002,-76.676084000000003)",,1
-76.6067219999999,39.353012,56,22B05360,2022/02/19 09:00:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,524,F,17,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,5200 CRAIG AVE,NORTHERN,N/A,WOODBOURNE-MCCABE,39.353012,-76.606722000000005,"(39.353012,-76.606722000000005)",,1
-76.6074819999999,39.337252,57,22B05363,2022/02/19 18:35:00+00,4B,AGG. ASSAULT,,KNIFE_CUTTING_INSTRUMENT,525,M,58,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,600 WYANOKE AVE,NORTHERN,N/A,PEN LUCY,39.337251999999999,-76.607482000000005,"(39.337251999999999,-76.607482000000005)",,1
-76.593939,39.2902240000001,58,22B05367,2022/02/19 19:08:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,212,M,30,,MIDDLE_EASTERN,100 S BROADWAY,SOUTHEAST,N/A,WASHINGTON HILL,39.290224000000002,-76.593939000000006,"(39.290224000000002,-76.593939000000006)",,1
-76.62213,39.320974,59,22B05375,2022/02/19 19:30:00+00,3AF,ROBBERY,,HANDGUN,511,M,31,WHITE,NOT_HISPANIC_OR_LATINO,2800 FOX ST,NORTHERN,N/A,REMINGTON,39.320974,-76.622129999999999,"(39.320974,-76.622129999999999)",,1
-76.690671,39.328425,60,22C07096,2022/02/19 12:00:00+00,6F,LARCENY,,,621,F,72,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,4300 MAINE AVE,NORTHWEST,N/A,CENTRAL FOREST PARK,39.328425000000003,-76.690670999999995,"(39.328425000000003,-76.690670999999995)",,1
-76.563828427,39.367754629,61,22C00804,2022/02/19 09:00:00+00,7A,AUTO THEFT,,,423,M,26,BLACK_OR_AFRICAN_AMERICAN,,2400 WELLBRIDGE DR,NORTHEAST,N/A,HAMILTON HILLS,39.36775462894488,-76.563828427224649,"(39.36775462894488,-76.563828427224649)",,1
-76.6275869999999,39.274118,62,22B05414,2022/02/19 21:23:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,941,M,67,UNKNOWN,UNKNOWN,1500 RUSSELL ST,SOUTHERN,N/A,CARROLL - CAMDEN INDUSTRIAL AREA,39.274118000000001,-76.627587000000005,"(39.274118000000001,-76.627587000000005)",,1
-76.561676,39.325339,63,22B05448,2022/02/19 00:28:00+00,4A,AGG. ASSAULT,,HANDGUN,442,F,39,BLACK_OR_AFRICAN_AMERICAN,,4300 SHAMROCK AVE,NORTHEAST,N/A,BELAIR-EDISON,39.325339,-76.561676000000006,"(39.325339,-76.561676000000006)",,1
-76.5782399999999,39.3152450000001,64,22B05354,2022/02/19 15:00:00+00,3JO,ROBBERY,,KNIFE_CUTTING_INSTRUMENT,434,M,24,BLACK_OR_AFRICAN_AMERICAN,,3200 RAVENWOOD AVE,NORTHEAST,N/A,FOUR BY FOUR,39.315244999999997,-76.578239999999994,"(39.315244999999997,-76.578239999999994)",,1
-76.664095,39.309286,65,22C00534,2022/03/02 18:33:00+00,4A,AGG. ASSAULT,,FIREARM,811,M,40,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1900 N DUKELAND ST,SOUTHWEST,N/A,WALBROOK,39.309286,-76.664095000000003,"(39.309286,-76.664095000000003)",,1
-76.64321,39.313834,66,22C00550,2022/03/02 14:43:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,733,M,14,BLACK_OR_AFRICAN_AMERICAN,,2500 FRANCIS ST,WESTERN,N/A,PENN NORTH,39.313834,-76.643209999999996,"(39.313834,-76.643209999999996)",,1
-76.6721961,39.282371663,67,22C00542,2022/03/02 16:00:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,835,F,39,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,200 S HILTON ST,SOUTHWEST,N/A,SAINT JOSEPHS,39.282371662550879,-76.672196099547463,"(39.282371662550879,-76.672196099547463)",,1
-76.691252,39.3273960000001,68,22C04662,2022/03/02 00:00:00+00,6F,LARCENY,,,621,F,63,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,4300 SPRINGDALE AVE,NORTHWEST,N/A,CENTRAL FOREST PARK,39.327396,-76.691252000000006,"(39.327396,-76.691252000000006)",,1
-76.612968,39.2998170000001,69,22C00389,2022/03/02 02:30:00+00,4B,AGG. ASSAULT,,PERSONAL_WEAPONS,124,M,51,WHITE,HISPANIC_OR_LATINO,200 E READ ST,CENTRAL,N/A,MOUNT VERNON,39.299816999999997,-76.612967999999995,"(39.299816999999997,-76.612967999999995)",,1
-76.627561,39.301112,70,22C00406,2022/03/02 10:19:00+00,4C,AGG. ASSAULT,,PERSONAL_WEAPONS,123,F,60,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,500 DOLPHIN ST,CENTRAL,N/A,UPTON,39.301112000000003,-76.627561,"(39.301112000000003,-76.627561)",,1
-76.6498559999999,39.2829160000001,71,22C00386,2022/03/02 00:00:00+00,6F,LARCENY,,,834,M,32,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,400 S PULASKI ST,SOUTHWEST,N/A,CARROLLTON RIDGE,39.282916,-76.649856,"(39.282916,-76.649856)",,1
-76.5455899999999,39.2805710000001,72,22C05896,2022/03/02 15:00:00+00,4C,AGG. ASSAULT,,OTHER,231,F,12,UNKNOWN,HISPANIC_OR_LATINO,1100 ANGLESEA ST,SOUTHEAST,N/A,MEDFORD,39.280571000000002,-76.545590000000004,"(39.280571000000002,-76.545590000000004)",,1
-76.684044,39.2978440000001,73,22E04516,2022/03/02 11:00:00+00,7A,AUTO THEFT,,,815,F,34,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,900 WILDWOOD PKWY,SOUTHWEST,N/A,EDMONDSON VILLAGE,39.297843999999998,-76.684044,"(39.297843999999998,-76.684044)",,1
-76.539886,39.2875770000001,74,22C02056,2022/03/02 19:30:00+00,6J,LARCENY,,,232,NA,,,,6300 EASTERN AVE,SOUTHEAST,N/A,PULASKI INDUSTRIAL AREA,39.287576999999999,-76.539885999999996,"(39.287576999999999,-76.539885999999996)",,1
-76.560956,39.308166,75,22C00428,2022/03/02 10:39:00+00,6C,LARCENY,,,433,NA,,,,4700 ERDMAN AVE,NORTHEAST,N/A,ARMISTEAD GARDENS,39.308166,-76.560956000000004,"(39.308166,-76.560956000000004)",,1
-76.609924,39.286706,76,22C00447,2022/03/02 12:30:00+00,6C,LARCENY,,,112,NA,,,,400 E PRATT ST,CENTRAL,N/A,INNER HARBOR,39.286706000000002,-76.609924000000007,"(39.286706000000002,-76.609924000000007)",,1
-76.5444689999999,39.2875920000001,77,22C00329,2022/03/02 02:05:00+00,5B,BURGLARY,,,232,NA,,,,6000 EASTERN AVE,SOUTHEAST,N/A,BAYVIEW,39.287591999999997,-76.544469000000007,"(39.287591999999997,-76.544469000000007)",,1
-76.600091,39.3119540000001,78,22C01604,2022/03/02 18:20:00+00,6C,LARCENY,,,312,NA,,,,1300 E NORTH AVE,EASTERN,N/A,EAST BALTIMORE MIDWAY,39.311954,-76.600091000000006,"(39.311954,-76.600091000000006)",,1
-76.6436199999999,39.2590720000001,79,22C00698,2022/03/02 23:15:00+00,6F,LARCENY,,,923,NA,,,,2700 HOLLINS FERRY RD,SOUTHERN,N/A,LAKELAND,39.259072000000003,-76.643619999999999,"(39.259072000000003,-76.643619999999999)",,1
-76.6049199999999,39.300418,80,22B02106,2022/02/08 11:00:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,324,F,24,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,900 VALLEY ST,EASTERN,N/A,OLDTOWN,39.300418000000001,-76.604920000000007,"(39.300418000000001,-76.604920000000007)",,1
-76.613837512,39.290488839,81,22B02331,2022/02/08 21:15:00+00,6D,LARCENY FROM AUTO,,,111,M,34,BLACK_OR_AFRICAN_AMERICAN,,100 E FAYETTE ST,CENTRAL,N/A,DOWNTOWN,39.290488839223833,-76.613837511965272,"(39.290488839223833,-76.613837511965272)",,1
-76.707512,39.3599350000001,82,22A03441,2022/01/13 18:30:00+00,3LF,ROBBERY,,HANDGUN,631,M,53,BLACK_OR_AFRICAN_AMERICAN,,6800 REISTERSTOWN RD,NORTHWEST,N/A,REISTERSTOWN STATION,39.359935,-76.707511999999994,"(39.359935,-76.707511999999994)",,1
-76.5908899999999,39.2973710000001,83,22A03654,2022/01/13 20:00:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,321,F,48,WHITE,,600 N WOLFE ST,EASTERN,N/A,DUNBAR-BROADWAY,39.297370999999998,-76.590890000000002,"(39.297370999999998,-76.590890000000002)",,1
-76.635700371,39.304302229,84,22A03430,2022/01/13 19:00:00+00,6F,LARCENY,,,123,M,32,BLACK_OR_AFRICAN_AMERICAN,,600 LAURENS ST,CENTRAL,N/A,UPTON,39.304302228661697,-76.635700370922279,"(39.304302228661697,-76.635700370922279)",,1
-76.6278829999999,39.274215,85,22A03436,2022/01/13 23:20:00+00,4E,COMMON ASSAULT,,PERSONAL_WEAPONS,941,F,59,WHITE,,1500 RUSSELL ST,SOUTHERN,N/A,CARROLL - CAMDEN INDUSTRIAL AREA,39.274214999999998,-76.627882999999997,"(39.274214999999998,-76.627882999999997)",,1
-76.532977939,39.337221937,86,22A03590,2022/01/13 21:00:00+00,7A,AUTO THEFT,,,444,NA,,,,5700 CEDONIA AVE,NORTHEAST,N/A,FRANKFORD,39.337221937476329,-76.532977938882297,"(39.337221937476329,-76.532977938882297)",,1
-76.6197349999999,39.301408,87,22A03261,2022/01/13 10:47:00+00,6C,LARCENY,,,134,NA,,,,200 W CHASE ST,CENTRAL,N/A,MID-TOWN BELVEDERE,39.301408000000002,-76.619735000000006,"(39.301408000000002,-76.619735000000006)",,1
-76.6156599999999,39.2962910000001,88,22A03266,2022/01/13 03:02:00+00,5B,BURGLARY,,,124,NA,,,,0 W CENTRE ST,CENTRAL,N/A,MOUNT VERNON,39.296290999999997,-76.615660000000005,"(39.296290999999997,-76.615660000000005)",,1
-76.5904639999999,39.292809,89,22A03229,2022/01/13 09:00:00+00,6C,LARCENY,,,212,NA,,,,100 N WOLFE ST,SOUTHEAST,N/A,WASHINGTON HILL,39.292808999999998,-76.590463999999997,"(39.292808999999998,-76.590463999999997)",,1
